gene,drug_PRL
207131_x_at,12734
207132_x_at,7124
207133_x_at,4248
207134_x_at,8476
207135_at,3959
207136_at,61
207137_at,1176
207138_at,4897
207139_at,10492
207140_at,2644
207141_s_at,2732
207142_at,11626
207143_at,15859
207144_s_at,1228
207145_at,8253
207146_at,2843
207147_at,11617
207148_x_at,5186
207149_at,15803
207150_at,10768
207151_at,3889
207152_at,18019
207153_s_at,15510
207154_at,6238
207155_at,12540
207156_at,22037
207157_s_at,18996
207158_at,2564
207159_x_at,17012
207160_at,6039
207161_at,578
207162_s_at,1584
207163_s_at,22132
207164_s_at,928
207165_at,13755
207166_at,9709
207167_at,12917
207168_s_at,14148
207169_x_at,13471
207170_s_at,21799
207172_s_at,12957
207173_x_at,16983
207174_at,4002
207175_at,6563
207176_s_at,3206
207177_at,9616
207178_s_at,10483
207179_at,8463
207180_s_at,12920
207181_s_at,17202
207182_at,4660
207183_at,22147
207184_at,9254
207185_at,9466
207186_s_at,17765
207187_at,12574
207188_at,15965
207189_s_at,5252
207190_at,441
207191_s_at,1174
207192_at,4647
207193_at,464
207194_s_at,4253
207195_at,9120
207196_s_at,4372
207197_at,8595
207198_s_at,15727
207199_at,4189
207200_at,2942
207201_s_at,1540
207202_s_at,6645
207203_s_at,1142
207204_at,4774
207205_at,5865
207206_s_at,10916
207207_at,2038
207208_at,3409
207209_at,6440
207210_at,3870
207211_at,5432
207212_at,17812
207213_s_at,4239
207214_at,15554
207215_at,10707
207216_at,7208
207217_s_at,11127
207218_at,17166
207219_at,19650
207220_at,7162
207221_at,1263
207222_at,10064
207223_s_at,8979
207224_s_at,6034
207225_at,855
207226_at,18765
207227_x_at,10439
207228_at,19662
207229_at,6923
207230_at,9397
207231_at,20428
207232_s_at,22072
207233_s_at,8502
207234_at,5519
207235_s_at,7641
207236_at,7143
207237_at,3807
207238_s_at,1297
207239_s_at,9179
207240_s_at,6991
207241_at,19628
207242_s_at,2270
207243_s_at,6930
207244_x_at,9742
207245_at,10805
207246_at,6225
207247_s_at,7634
207248_at,2847
207249_s_at,4635
207250_at,3905
207251_at,4538
207252_at,8059
207253_s_at,16930
207254_at,3466
207255_at,9978
207256_at,10009
207257_at,13065
207258_at,3456
207259_at,2049
207260_at,1708
207261_at,2045
207262_at,11403
207263_x_at,21161
207264_at,9589
207265_s_at,847
207266_x_at,16292
207267_s_at,15784
207268_x_at,8585
207269_at,10790
207270_x_at,900
207271_x_at,5895
207272_at,7987
207273_at,11080
207274_at,12711
207275_s_at,10676
207276_at,2901
207277_at,3776
207278_s_at,277
207279_s_at,10997
207280_at,11820
207281_x_at,2684
207282_s_at,8499
207283_at,14425
207284_s_at,2207
207285_x_at,7928
207286_at,16481
207287_at,7276
207288_at,3710
207289_at,5885
207290_at,38
207291_at,14478
207292_s_at,16716
207293_s_at,1003
207294_at,7710
207295_at,2320
207296_at,10923
207298_at,1498
207299_s_at,4541
207300_s_at,5188
207301_at,11443
207302_at,18752
207303_at,9235
207304_at,19196
207305_s_at,19809
207306_at,4481
207307_at,2215
207308_at,807
207309_at,9059
207310_s_at,8833
207311_at,5520
207312_at,8873
207313_x_at,9861
207314_x_at,930
207315_at,3168
207316_at,9140
207317_s_at,8367
207318_s_at,21173
207319_s_at,8838
207320_x_at,8923
207321_s_at,1604
207322_at,3233
207323_s_at,4975
207324_s_at,7106
207325_x_at,12496
207326_at,2738
207327_at,5000
207328_at,5258
207329_at,455
207330_at,2885
207331_at,9055
207332_s_at,16061
207333_at,430
207334_s_at,8083
207335_x_at,20558
207336_at,3831
207337_at,10619
207338_s_at,12011
207339_s_at,1412
207341_at,12409
207342_at,1842
207343_at,7615
207344_at,2551
207345_at,7399
207346_at,12390
207347_at,18102
207348_s_at,14747
207349_s_at,6054
207350_s_at,6601
207351_s_at,7457
207352_s_at,17471
207353_s_at,6226
207354_at,688
207355_at,432
207356_at,5971
207357_s_at,20925
207358_x_at,17259
207359_at,6167
207360_s_at,2536
207361_at,1736
207362_at,4580
207363_at,5073
207364_at,3642
207365_x_at,10340
207366_at,16252
207367_at,8178
207368_at,2118
207369_at,2751
207370_at,11890
207371_at,3880
207372_s_at,2330
207373_at,9923
207374_at,15901
207375_s_at,15445
207376_at,7721
207377_at,3736
207378_at,1076
207379_at,5161
207380_x_at,1900
207381_at,5629
207382_at,2380
207383_s_at,129
207384_at,12286
207385_at,18691
207386_at,6920
207387_s_at,8420
207388_s_at,18025
207389_at,3762
207390_s_at,20456
207391_s_at,21216
207392_x_at,17819
207393_at,1429
207394_at,15670
207395_at,2729
207396_s_at,7768
207397_s_at,12142
207398_at,2645
207399_at,5489
207400_at,22018
207401_at,13709
207402_at,3748
207403_at,12333
207404_s_at,4162
207405_s_at,10528
207406_at,7154
207407_x_at,1581
207408_at,15813
207409_at,7052
207410_s_at,15134
207412_x_at,10053
207413_s_at,13867
207414_s_at,19720
207415_at,16430
207416_s_at,7099
207417_s_at,11526
207418_s_at,6428
207419_s_at,5817
207420_at,5832
207421_at,4501
207422_at,7210
207423_s_at,2400
207424_at,9590
207425_s_at,5580
207426_s_at,8753
207427_at,349
207428_x_at,21101
207429_at,11833
207430_s_at,10201
207431_s_at,9500
207432_at,173
207433_at,4626
207434_s_at,3271
207435_s_at,7882
207436_x_at,10384
207437_at,4364
207438_s_at,21389
207439_s_at,19024
207440_at,4330
207441_at,2158
207442_at,9057
207443_at,9213
207444_at,4492
207445_s_at,19255
207446_at,6231
207447_s_at,2530
207448_at,964
207449_s_at,3626
207450_s_at,12131
207451_at,2130
207452_s_at,8322
207453_s_at,6019
207454_at,6961
207455_at,13652
207456_at,1063
207457_s_at,5249
207458_at,16065
207459_x_at,615
207460_at,7701
207461_at,2548
207462_at,8470
207463_x_at,15788
207464_at,4245
207465_at,335
207466_at,13278
207467_x_at,14362
207468_s_at,10974
207469_s_at,21081
207470_at,12754
207471_at,9076
207472_at,6304
207473_at,4614
207474_at,14205
207475_at,2981
207476_at,3802
207477_at,9005
207478_at,8139
207479_at,7025
207480_s_at,10177
207481_at,11427
207482_at,1522
207483_s_at,17664
207484_s_at,21770
207485_x_at,10102
207486_x_at,18353
207487_at,16526
207488_at,4278
207489_at,1977
207490_at,12249
207491_at,767
207492_at,7196
207493_x_at,1326
207494_s_at,310
207495_at,9715
207496_at,2841
207497_s_at,837
207498_s_at,3824
207499_x_at,4662
207500_at,5485
207501_s_at,15055
207502_at,2780
207503_at,15240
207504_at,5481
207505_at,1780
207506_at,8793
207507_s_at,9225
207508_at,16912
207509_s_at,12444
207510_at,11450
207511_s_at,19975
207513_s_at,10766
207514_s_at,9327
207515_s_at,9417
207516_at,4812
207517_at,19238
207518_at,10148
207519_at,4604
207520_at,818
207521_s_at,9821
207522_s_at,18284
207523_at,11955
207524_at,21597
207525_s_at,15956
207526_s_at,14528
207527_at,16311
207528_s_at,8279
207529_at,10758
207530_s_at,2097
207531_at,21917
207532_at,5148
207533_at,4563
207534_at,4876
207535_s_at,3402
207536_s_at,2630
207537_at,5683
207538_at,5684
207539_s_at,11052
207540_s_at,18398
207541_s_at,9748
207542_s_at,6331
207543_s_at,3139
207544_s_at,6108
207545_s_at,12925
207546_at,3216
207547_s_at,6929
207548_at,3221
207549_x_at,13549
207550_at,6628
207551_s_at,11799
207552_at,1046
207553_at,3451
207554_x_at,11242
207555_s_at,12466
207556_s_at,12885
207557_s_at,2201
207558_s_at,19235
207559_s_at,19470
207560_at,1219
207561_s_at,6725
207562_at,7741
207563_s_at,4202
207564_x_at,15196
207565_s_at,17059
207566_at,9713
207567_at,4840
207568_at,14166
207569_at,4907
207570_at,6479
207571_x_at,13083
207572_at,716
207573_x_at,6150
207574_s_at,18831
207575_at,12362
207576_x_at,9877
207577_at,10752
207578_s_at,16215
207579_at,13599
207580_at,7262
207581_s_at,3534
207582_at,2376
207583_at,10921
207584_at,6758
207585_s_at,17602
207586_at,4417
207587_at,693
207588_at,12738
207589_at,4209
207590_s_at,17759
207591_s_at,12641
207592_s_at,13175
207593_at,13443
207594_s_at,936
207595_s_at,3857
207596_at,14750
207597_at,10680
207598_x_at,12413
207599_at,5051
207600_at,3860
207601_at,3854
207602_at,11845
207603_at,12656
207604_s_at,3417
207605_x_at,19526
207606_s_at,21276
207607_at,6800
207608_x_at,15517
207609_s_at,1341
207610_s_at,2342
207611_at,2425
207612_at,114
207613_s_at,13597
207614_s_at,18220
207615_s_at,9603
207616_s_at,19542
207617_at,11195
207618_s_at,7485
207619_at,1112
207620_s_at,20006
207621_s_at,8656
207622_s_at,10682
207623_at,7815
207624_s_at,17225
207625_s_at,6730
207626_s_at,9856
207627_s_at,6637
207628_s_at,1747
207629_s_at,17188
207630_s_at,1855
207631_at,13793
207632_at,1031
207633_s_at,8480
207634_at,6973
207635_s_at,7550
207636_at,17914
207637_at,6736
207638_at,10794
207639_at,7315
207640_x_at,6227
207641_at,6438
207642_at,8148
207643_s_at,18613
207644_at,7971
207645_s_at,18380
207646_s_at,5673
207647_at,728
207648_at,10259
207649_at,5057
207650_x_at,1962
207651_at,4194
207652_s_at,1752
207653_at,3945
207654_x_at,12437
207655_s_at,13857
207656_s_at,7764
207657_x_at,11952
207658_s_at,17782
207659_s_at,179
207660_at,8071
207661_s_at,14299
207662_at,1235
207663_x_at,697
207664_at,15729
207665_at,19539
207666_x_at,7096
207667_s_at,10667
207668_x_at,5173
207669_at,6603
207670_at,9008
207671_s_at,6317
207672_at,140
207673_at,194
207674_at,3151
207675_x_at,18333
207676_at,14766
207677_s_at,2475
207678_s_at,270
207679_at,8522
207680_x_at,6339
207681_at,3848
207682_s_at,5227
207683_at,2580
207684_at,1918
207685_at,1143
207686_s_at,8435
207687_at,4133
207688_s_at,21263
207689_at,21374
207690_at,10212
207691_x_at,11687
207692_s_at,8213
207693_at,14592
207694_at,5603
207695_s_at,7226
207696_at,1009
207697_x_at,9073
207698_at,7066
207699_at,9577
207700_s_at,16581
207701_at,2273
207702_s_at,7841
207703_at,4135
207704_s_at,9054
207705_s_at,12788
207706_at,5035
207707_s_at,5933
207708_at,6770
207709_at,8181
207710_at,1560
207711_at,11332
207712_at,17998
207713_s_at,12199
207714_s_at,15425
207715_at,1703
207716_at,89
207717_s_at,20990
207718_x_at,4270
207719_x_at,20694
207720_at,2674
207721_x_at,14354
207722_s_at,22226
207723_s_at,9743
207724_s_at,9612
207725_at,11757
207726_at,2287
207727_s_at,17779
207728_at,15515
207729_at,9847
207730_x_at,12914
207731_at,5398
207732_s_at,18010
207733_x_at,16264
207734_at,11704
207735_at,10396
207736_s_at,2602
207737_at,18124
207738_s_at,20029
207739_s_at,6389
207740_s_at,14420
207741_x_at,1448
207742_s_at,6707
207743_at,3396
207744_at,549
207745_at,1190
207746_at,17184
207747_s_at,4815
207748_at,10401
207749_s_at,15791
207750_at,4559
207751_at,6013
207752_x_at,3742
207753_at,2996
207754_at,11668
207755_at,12407
207756_at,3501
207757_at,15611
207758_at,5556
207759_s_at,10516
207760_s_at,12534
207761_s_at,14381
207762_at,1514
207763_at,6387
207764_s_at,6239
207765_s_at,5939
207766_at,14860
207767_s_at,7672
207768_at,2810
207769_s_at,15227
207770_x_at,4375
207771_at,66
207772_s_at,336
207773_x_at,4661
207774_at,1491
207775_at,6146
207776_s_at,6154
207777_s_at,8878
207778_at,7396
207779_at,148
207780_at,8200
207781_s_at,11925
207782_s_at,15411
207783_x_at,5156
207784_at,3509
207785_s_at,18237
207786_at,11993
207787_at,6191
207788_s_at,12553
207789_s_at,1232
207790_at,9088
207791_s_at,15036
207792_at,5642
207793_s_at,2326
207794_at,6984
207795_s_at,7617
207796_x_at,15365
207797_s_at,9685
207798_s_at,13559
207799_x_at,8044
207800_at,8738
207801_s_at,20727
207802_at,4539
207803_s_at,5376
207804_s_at,2667
207805_s_at,4223
207808_s_at,17626
207809_s_at,19590
207810_at,14973
207811_at,17280
207812_s_at,21778
207813_s_at,20892
207814_at,4117
207815_at,5619
207816_at,1619
207817_at,1045
207818_s_at,2458
207819_s_at,6647
207820_at,552
207821_s_at,7899
207822_at,13807
207823_s_at,10020
207824_s_at,14167
207825_s_at,7263
207826_s_at,9965
207827_x_at,13459
207828_s_at,18881
207829_s_at,14949
207830_s_at,20009
207831_x_at,7537
207832_at,2765
207833_s_at,13578
207834_at,10186
207835_at,6378
207836_s_at,7960
207837_at,15966
207838_x_at,8974
207839_s_at,8025
207840_at,8467
207841_at,9343
207842_s_at,21631
207843_x_at,18817
207844_at,399
207845_s_at,19308
207846_at,15518
207847_s_at,19359
207848_at,10390
207849_at,10847
207850_at,7476
207851_s_at,14562
207852_at,6411
207853_s_at,2364
207854_at,1483
207855_s_at,22223
207856_s_at,22001
207857_at,4579
207858_s_at,6316
207859_s_at,9302
207860_at,7700
207861_at,12841
207862_at,16978
207863_at,6898
207864_at,4469
207865_s_at,16554
207866_at,1007
207867_at,14760
207868_at,4822
207869_s_at,7787
207870_at,535
207871_s_at,9827
207872_s_at,7529
207873_x_at,4286
207874_s_at,15536
207875_at,4799
207876_s_at,1456
207877_s_at,17506
207878_at,3648
207879_at,5212
207880_at,10621
207881_at,7156
207882_at,3809
207883_s_at,9276
207884_at,1253
207885_at,9148
207886_s_at,14339
207887_s_at,2637
207888_at,3965
207889_at,2532
207890_s_at,4053
207891_s_at,15054
207892_at,6650
207893_at,1769
207894_s_at,5019
207895_at,10689
207896_s_at,1028
207897_at,5476
207899_at,11120
207900_at,5851
207901_at,10158
207902_at,2457
207904_s_at,16188
207906_at,3111
207907_at,3543
207908_at,3571
207909_x_at,1991
207910_at,6808
207911_s_at,2950
207912_s_at,1716
207913_at,4854
207914_x_at,3574
207915_at,7640
207916_at,1277
207917_at,6937
207918_s_at,2555
207919_at,7288
207920_x_at,13207
207921_x_at,1183
207922_s_at,12628
207923_x_at,6078
207924_x_at,13082
207925_at,2929
207926_at,4164
207927_at,8719
207928_s_at,8657
207929_at,21872
207930_at,1659
207931_s_at,15675
207932_at,126
207933_at,6441
207934_at,5285
207935_s_at,4431
207936_x_at,5325
207937_x_at,12275
207938_at,10066
207939_x_at,7472
207940_x_at,9065
207941_s_at,20350
207943_x_at,3646
207944_at,3846
207945_s_at,15427
207946_at,11977
207949_s_at,13117
207950_s_at,21205
207951_at,5526
207952_at,6477
207953_at,55
207954_at,2713
207955_at,282
207956_x_at,15837
207957_s_at,851
207958_at,3436
207959_s_at,3602
207960_at,18978
207961_x_at,3713
207962_at,5961
207963_at,9234
207964_x_at,10400
207965_at,2974
207966_s_at,16150
207967_at,12260
207968_s_at,10722
207969_x_at,6765
207971_s_at,446
207972_at,15764
207973_x_at,8166
207974_s_at,1372
207976_at,7046
207977_s_at,7395
207978_s_at,10167
207979_s_at,2677
207980_s_at,15952
207981_s_at,4844
207982_at,13844
207983_s_at,16277
207984_s_at,20349
207985_at,4593
207986_x_at,11177
207987_s_at,11758
207988_s_at,20101
207989_at,4969
207990_x_at,11126
207991_x_at,883
207992_s_at,20893
207993_s_at,1779
207994_s_at,3799
207995_s_at,201
207996_s_at,17453
207998_s_at,14896
207999_s_at,22146
208000_at,2076
208002_s_at,10591
208003_s_at,10984
208004_at,65
208005_at,6336
208006_at,8764
208007_at,1034
208008_at,1348
208009_s_at,18356
208010_s_at,4378
208011_at,10049
208012_x_at,16743
208013_s_at,27
208014_x_at,2991
208015_at,15129
208016_s_at,5952
208017_s_at,6372
208018_s_at,12511
208019_at,3449
208020_s_at,4496
208021_s_at,20337
208022_s_at,16407
208023_at,6099
208024_s_at,10268
208025_s_at,7917
208026_at,16728
208027_s_at,4633
208028_s_at,6126
208029_s_at,13719
208030_s_at,19125
208031_s_at,1578
208032_s_at,9362
208033_s_at,6192
208034_s_at,1014
208035_at,17651
208036_at,5889
208037_s_at,18933
208038_at,8932
208039_at,16381
208040_s_at,6510
208041_at,621
208042_at,16961
208043_at,6571
208044_s_at,18386
208045_at,6958
208046_at,19446
208047_s_at,10207
208048_at,82
208049_s_at,2571
208050_s_at,8454
208051_s_at,19309
208052_x_at,9623
208053_at,8118
208054_at,21420
208055_s_at,5151
208056_s_at,13332
208057_s_at,6638
208058_s_at,3935
208059_at,8597
208060_at,13919
208061_at,14185
208062_s_at,7560
208063_s_at,12144
208064_s_at,8935
208065_at,417
208066_s_at,14820
208067_x_at,13610
208068_x_at,10140
208069_x_at,14487
208070_s_at,19653
208071_s_at,6320
208072_s_at,21899
208073_x_at,16446
208074_s_at,1256
208075_s_at,4558
208076_at,11055
208077_at,2993
208078_s_at,8950
208079_s_at,12505
208080_at,15168
208081_s_at,15442
208082_x_at,11381
208083_s_at,3550
208084_at,5308
208085_s_at,9455
208086_s_at,6861
208087_s_at,6668
208088_s_at,1212
208089_s_at,17965
208090_s_at,1040
208091_s_at,10427
208092_s_at,3783
208093_s_at,15674
208094_s_at,15545
208095_s_at,19041
208096_s_at,4675
208097_s_at,14095
208098_at,1484
208099_x_at,11102
208100_x_at,14905
208101_s_at,2409
208102_s_at,5750
208103_s_at,20447
208104_s_at,14307
208105_at,12993
208106_x_at,8452
208107_s_at,20815
208108_s_at,1425
208109_s_at,8638
208110_x_at,139
208111_at,2185
208112_x_at,11394
208113_x_at,16080
208114_s_at,21166
208115_x_at,2764
208116_s_at,13896
208117_s_at,17027
208118_x_at,770
208119_s_at,20162
208120_x_at,15558
208121_s_at,16641
208122_x_at,742
208123_at,1561
208124_s_at,13519
208126_s_at,2708
208127_s_at,19764
208128_x_at,13302
208129_x_at,22
208130_s_at,2496
208131_s_at,5675
208132_x_at,21089
208133_at,14407
208134_x_at,2013
208135_at,12182
208136_s_at,19082
208137_x_at,19496
208138_at,12032
208139_s_at,1481
208140_s_at,8609
208141_s_at,3661
208142_at,1610
208143_s_at,1319
208144_s_at,9832
208145_at,6783
208146_s_at,437
208147_s_at,3747
208148_at,5630
208149_x_at,21689
208151_x_at,6670
208152_s_at,14774
208153_s_at,4148
208154_at,77
208155_x_at,5990
208156_x_at,19474
208157_at,12336
208158_s_at,13349
